"incident_date","State","city_county","Address","no_killed","no_injured","moreInfo","formattedDate","casualties","GoogleAdd","dayofweek","lat","lng","accuracy"
"April 27, 2015","Arizona","Gila Bend","State Route 85","2","2","<a href=""http://www.gunviolencearchive.org/incident/330750"" target=""_blank"">More Information</a>",2015-04-27,4,"Arizona, Gila Bend, State Route 85","Mon",32.9473514,-112.7167161,"route"
"May 1, 2015","Wisconsin","Milwaukee","3700 block of 37th Street","2","3","<a href=""http://www.gunviolencearchive.org/incident/332732"" target=""_blank"">More Information</a>",2015-05-01,5,"Wisconsin, Milwaukee, 3700 block of 37th Street","Fri",43.084513,-87.959298,"street_address"
"May 3, 2015","Indiana","South Bend","1600 block of South William Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/334033"" target=""_blank"">More Information</a>",2015-05-03,4,"Indiana, South Bend, 1600 block of South William Street","Sun",41.6577919,-86.2560369,"street_address"
"May 3, 2015","Texas","Houston","San Jacinto at Elgin","0","6","<a href=""http://www.gunviolencearchive.org/incident/333584"" target=""_blank"">More Information</a>",2015-05-03,6,"Texas, Houston, San Jacinto at Elgin","Sun",29.7405966,-95.3753177,"intersection"
"May 3, 2015","New York","Bronx","University Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/334047"" target=""_blank"">More Information</a>",2015-05-03,4,"New York, Bronx, University Avenue","Sun",40.8523957,-73.9135172,"route"
"May 3, 2015","Ohio","Dayton","2801 Germantown Street","1","6","<a href=""http://www.gunviolencearchive.org/incident/333576"" target=""_blank"">More Information</a>",2015-05-03,7,"Ohio, Dayton, 2801 Germantown Street","Sun",39.738817,-84.2402334,"street_address"
"May 3, 2015","Wisconsin","Menasha","Friendship Trail","4","1","<a href=""http://www.gunviolencearchive.org/incident/333750"" target=""_blank"">More Information</a>",2015-05-03,5,"Wisconsin, Menasha, Friendship Trail","Sun",44.2028551,-88.4656061,"route"
"May 4, 2015","New York","Buffalo","100 block of Roosevelt Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/334681"" target=""_blank"">More Information</a>",2015-05-04,4,"New York, Buffalo, 100 block of Roosevelt Avenue","Mon",42.9340055,-78.8098426,"premise"
"May 7, 2015","Ohio","Cincinnati","2300 block of Baltimore Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/335903"" target=""_blank"">More Information</a>",2015-05-07,4,"Ohio, Cincinnati, 2300 block of Baltimore Avenue","Thurs",39.149724,-84.561468,"street_address"
"May 7, 2015","Michigan","Detroit","16000 block of Cathedral Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/336622"" target=""_blank"">More Information</a>",2015-05-07,4,"Michigan, Detroit, 16000 block of Cathedral Street","Thurs",42.3615387,-83.2031838,"street_address"
"May 10, 2015","Ohio","Cleveland","3600 block of Bosworth Rd","1","4","<a href=""http://www.gunviolencearchive.org/incident/337855"" target=""_blank"">More Information</a>",2015-05-10,5,"Ohio, Cleveland, 3600 block of Bosworth Rd","Sun",41.4544155,-81.7648592,"street_address"
"May 10, 2015","New Jersey","Jersey City","Bostwick Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/338034"" target=""_blank"">More Information</a>",2015-05-10,4,"New Jersey, Jersey City, Bostwick Avenue","Sun",40.7078992,-74.081429,"route"
"May 10, 2015","New Jersey","Newark","19th Avenue and South 16th Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/337767"" target=""_blank"">More Information</a>",2015-05-10,4,"New Jersey, Newark, 19th Avenue and South 16th Street","Sun",40.7313611,-74.2099271,"intersection"
"May 12, 2015","Maryland","Capitol Heights","Pard Road","1","4","<a href=""http://www.gunviolencearchive.org/incident/340280"" target=""_blank"">More Information</a>",2015-05-12,5,"Maryland, Capitol Heights, Pard Road","Tues",38.8706451,-76.9261922,"route"
"May 12, 2015","Arizona","Tucson","800 block of West Calle Medina Road","5","0","<a href=""http://www.gunviolencearchive.org/incident/339229"" target=""_blank"">More Information</a>",2015-05-12,5,"Arizona, Tucson, 800 block of West Calle Medina Road","Tues",32.1305542,-110.9819022,"street_address"
"May 16, 2015","Wisconsin","Milwaukee","28th Street and Auer Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/341465"" target=""_blank"">More Information</a>",2015-05-16,5,"Wisconsin, Milwaukee, 28th Street and Auer Avenue","Sat",43.0770152,-87.9484914,"intersection"
"May 16, 2015","New York","Rochester","188 Lewis Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/341162"" target=""_blank"">More Information</a>",2015-05-16,4,"New York, Rochester, 188 Lewis Street","Sat",43.1642588,-77.5928671,"street_address"
"May 16, 2015","Maryland","Baltimore","1700 block of North Broadway","0","5","<a href=""http://www.gunviolencearchive.org/incident/341232"" target=""_blank"">More Information</a>",2015-05-16,5,"Maryland, Baltimore, 1700 block of North Broadway","Sat",39.3097128,-76.5952528,"premise"
"May 17, 2015","Texas","Waco","4671 S Jack Kultgen Fwy","9","18","<a href=""http://www.gunviolencearchive.org/incident/341622"" target=""_blank"">More Information</a>",2015-05-17,27,"Texas, Waco, 4671 S Jack Kultgen Fwy","Sun",31.4992,-97.1481481,"street_address"
"May 18, 2015","Missouri","Kinloch","8000 block of School Way","0","4","<a href=""http://www.gunviolencearchive.org/incident/343106"" target=""_blank"">More Information</a>",2015-05-18,4,"Missouri, Kinloch, 8000 block of School Way","Mon",38.7449286,-90.319119,"street_address"
"May 18, 2015","Florida","Miami","Northwest 75th Street and Northwest 16th Avenue","1","4","<a href=""http://www.gunviolencearchive.org/incident/342589"" target=""_blank"">More Information</a>",2015-05-18,5,"Florida, Miami, Northwest 75th Street and Northwest 16th Avenue","Mon",25.8428541,-80.2242982,"intersection"
"May 20, 2015","Maryland","Baltimore","800 block of Linwood Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/344302"" target=""_blank"">More Information</a>",2015-05-20,4,"Maryland, Baltimore, 800 block of Linwood Avenue","Wed",39.283227,-76.5756093,"street_address"
"May 23, 2015","California","Fresno","2400 block of South 9th Street","2","2","<a href=""http://www.gunviolencearchive.org/incident/346202"" target=""_blank"">More Information</a>",2015-05-23,4,"California, Fresno, 2400 block of South 9th Street","Sat",36.7141647,-119.7585401,"street_address"
"May 24, 2015","Massachusetts","Brockton","1002 Main St","0","5","<a href=""http://www.gunviolencearchive.org/incident/345681"" target=""_blank"">More Information</a>",2015-05-24,5,"Massachusetts, Brockton, 1002 Main St","Sun",42.0657057,-71.0159656,"street_address"
"May 24, 2015","Michigan","Flint","W. 12th Street and Hammerberg Road.","0","7","<a href=""http://www.gunviolencearchive.org/incident/345749"" target=""_blank"">More Information</a>",2015-05-24,7,"Michigan, Flint, W. 12th Street and Hammerberg Road.","Sun",42.9943692,-83.7045381,"intersection"
"May 24, 2015","Alabama","Montgomery","Smiley Court","1","3","<a href=""http://www.gunviolencearchive.org/incident/346320"" target=""_blank"">More Information</a>",2015-05-24,4,"Alabama, Montgomery, Smiley Court","Sun",32.3356929,-86.3517128,"route"
"May 24, 2015","Missouri","Saint Louis","2700 block of Dayton","0","4","<a href=""http://www.gunviolencearchive.org/incident/346179"" target=""_blank"">More Information</a>",2015-05-24,4,"Missouri, Saint Louis, 2700 block of Dayton","Sun",38.6421128,-90.2151976,"street_address"
"May 25, 2015","Illinois","Decatur","1816 N Water","1","4","<a href=""http://www.gunviolencearchive.org/incident/346097"" target=""_blank"">More Information</a>",2015-05-25,5,"Illinois, Decatur, 1816 N Water","Mon",39.8605286,-88.9541906,"street_address"
"May 26, 2015","Louisiana","New Orleans","6700 block of Tara Lane","2","2","<a href=""http://www.gunviolencearchive.org/incident/346725"" target=""_blank"">More Information</a>",2015-05-26,4,"Louisiana, New Orleans, 6700 block of Tara Lane","Tues",30.028931,-89.9845859,"street_address"
"May 28, 2015","Nebraska","Omaha","84th and Q","0","4","<a href=""http://www.gunviolencearchive.org/incident/348606"" target=""_blank"">More Information</a>",2015-05-28,4,"Nebraska, Omaha, 84th and Q","Thurs",41.2053039,-96.0441222,"intersection"
"May 28, 2015","Illinois","Chicago","6200 block of South Honore Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/348620"" target=""_blank"">More Information</a>",2015-05-28,5,"Illinois, Chicago, 6200 block of South Honore Street","Thurs",41.7811844,-87.6703152,"street_address"
"May 28, 2015","Pennsylvania","Chester","2700 block of West 3rd Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/348673"" target=""_blank"">More Information</a>",2015-05-28,4,"Pennsylvania, Chester, 2700 block of West 3rd Street","Thurs",39.832514,-75.390168,"street_address"
"May 30, 2015","California","San Diego","4200 block of Market Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/349289"" target=""_blank"">More Information</a>",2015-05-30,4,"California, San Diego, 4200 block of Market Street","Sat",32.7114963,-117.1046852,"street_address"
"May 31, 2015","Ohio","Cleveland","16209 block of Laverne Avenue","3","1","<a href=""http://www.gunviolencearchive.org/incident/350163"" target=""_blank"">More Information</a>",2015-05-31,4,"Ohio, Cleveland, 16209 block of Laverne Avenue","Sun",41.436729,-81.8116973,"premise"
"May 31, 2015","Maryland","Springdale","9222 Ardwick Ardmore Road","1","3","<a href=""http://www.gunviolencearchive.org/incident/350021"" target=""_blank"">More Information</a>",2015-05-31,4,"Maryland, Springdale, 9222 Ardwick Ardmore Road","Sun",38.937582,-76.846653,"street_address"
"May 31, 2015","Connecticut","New Haven","849 Chapel Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/349976"" target=""_blank"">More Information</a>",2015-05-31,5,"Connecticut, New Haven, 849 Chapel Street","Sun",41.3060021,-72.925056,"street_address"
"May 31, 2015","Georgia","Conyers","4669 Bell Road SE","3","2","<a href=""http://www.gunviolencearchive.org/incident/350182"" target=""_blank"">More Information</a>",2015-05-31,5,"Georgia, Conyers, 4669 Bell Road SE","Sun",33.5641525,-84.0155133,"street_address"
"June 3, 2015","New York","Wyandanch","Davidson Street","3","1","<a href=""http://www.gunviolencearchive.org/incident/351936"" target=""_blank"">More Information</a>",2015-06-03,4,"New York, Wyandanch, Davidson Street","Wed",40.7403106,-73.3621405,"route"
"June 5, 2015","Iowa","Davenport","900 block of West 3rd St","0","5","<a href=""http://www.gunviolencearchive.org/incident/353382"" target=""_blank"">More Information</a>",2015-06-05,5,"Iowa, Davenport, 900 block of West 3rd St","Fri",41.5223834,-90.5859248,"street_address"
"June 5, 2015","Louisiana","New Orleans","2100 block of Governor Nicholls Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/352779"" target=""_blank"">More Information</a>",2015-06-05,4,"Louisiana, New Orleans, 2100 block of Governor Nicholls Street","Fri",29.9704395,-90.0734257,"street_address"
"June 6, 2015","New York","Buffalo","100 block of Warren Avenue","1","4","<a href=""http://www.gunviolencearchive.org/incident/353536"" target=""_blank"">More Information</a>",2015-06-06,5,"New York, Buffalo, 100 block of Warren Avenue","Sat",42.893619,-78.832927,"street_address"
"June 6, 2015","Illinois","Chicago","100 block of North Lorel Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/353037"" target=""_blank"">More Information</a>",2015-06-06,5,"Illinois, Chicago, 100 block of North Lorel Avenue","Sat",41.8823201,-87.7587969,"street_address"
"June 7, 2015","Montana","Deer Lodge","Boulder Creek Road","5","0","<a href=""http://www.gunviolencearchive.org/incident/353854"" target=""_blank"">More Information</a>",2015-06-07,5,"Montana, Deer Lodge, Boulder Creek Road","Sun",46.469515,-113.23526,"campground"
"June 9, 2015","Missouri","Saint Louis","North Market Street and North Spring Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/355267"" target=""_blank"">More Information</a>",2015-06-09,4,"Missouri, Saint Louis, North Market Street and North Spring Avenue","Tues",38.6520436,-90.2256286,"intersection"
"June 10, 2015","California","Los Angeles","South Vermont Avenue and West 88th Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/355644"" target=""_blank"">More Information</a>",2015-06-10,4,"California, Los Angeles, South Vermont Avenue and West 88th Street","Wed",33.9579315,-118.2916382,"intersection"
"June 11, 2015","Connecticut","Bridgeport","468 Trumbull Avenue","1","8","<a href=""http://www.gunviolencearchive.org/incident/356065"" target=""_blank"">More Information</a>",2015-06-11,9,"Connecticut, Bridgeport, 468 Trumbull Avenue","Thurs",41.2211684,-73.1963711,"street_address"
"June 11, 2015","Texas","Houston","3400 block of Burkett","1","3","<a href=""http://www.gunviolencearchive.org/incident/355883"" target=""_blank"">More Information</a>",2015-06-11,4,"Texas, Houston, 3400 block of Burkett","Thurs",29.7282104,-95.3578326,"street_address"
"June 12, 2015","Florida","Allapattah","24th Avenue and 36th Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/357220"" target=""_blank"">More Information</a>",2015-06-12,4,"Florida, Allapattah, 24th Avenue and 36th Street","Fri",25.8092123,-80.2361427,"intersection"
"June 13, 2015","Georgia","Fayetteville","600 block of Highway 279","1","4","<a href=""http://www.gunviolencearchive.org/incident/357732"" target=""_blank"">More Information</a>",2015-06-13,5,"Georgia, Fayetteville, 600 block of Highway 279","Sat",33.5325948,-84.4556053,"street_address"
"June 13, 2015","New York","Bronx","2409 Creston Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/357701"" target=""_blank"">More Information</a>",2015-06-13,5,"New York, Bronx, 2409 Creston Avenue","Sat",40.8607256,-73.8995102,"street_address"
"June 13, 2015","Oklahoma","Oklahoma City","500 block of Se 69th St","0","4","<a href=""http://www.gunviolencearchive.org/incident/357590"" target=""_blank"">More Information</a>",2015-06-13,4,"Oklahoma, Oklahoma City, 500 block of Se 69th St","Sat",35.395178,-97.5033841,"premise"
"June 13, 2015","Ohio","Columbus","1623 E. Hudson Street","4","1","<a href=""http://www.gunviolencearchive.org/incident/357164"" target=""_blank"">More Information</a>",2015-06-13,5,"Ohio, Columbus, 1623 E. Hudson Street","Sat",40.0134046,-82.9663927,"street_address"
"June 14, 2015","New Jersey","Camden","2800 block of Mitchell Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/357597"" target=""_blank"">More Information</a>",2015-06-14,4,"New Jersey, Camden, 2800 block of Mitchell Street","Sun",39.9498745,-75.0874308,"street_address"
"June 14, 2015","Oklahoma","Tulsa","1800 block of North Kingston","0","4","<a href=""http://www.gunviolencearchive.org/incident/357667"" target=""_blank"">More Information</a>",2015-06-14,4,"Oklahoma, Tulsa, 1800 block of North Kingston","Sun",36.1808714,-95.909606,"street_address"
"June 14, 2015","Missouri","Saint Louis","1400 block of North Market Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/357611"" target=""_blank"">More Information</a>",2015-06-14,4,"Missouri, Saint Louis, 1400 block of North Market Street","Sun",38.6479724,-90.1961658,"street_address"
"June 15, 2015","New York","Brooklyn","673 Flatbush Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/358117"" target=""_blank"">More Information</a>",2015-06-15,4,"New York, Brooklyn, 673 Flatbush Avenue","Mon",40.6568376,-73.9599193,"street_address"
"June 16, 2015","Florida","Miami Gardens","600 block of Northwest 177th Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/359215"" target=""_blank"">More Information</a>",2015-06-16,4,"Florida, Miami Gardens, 600 block of Northwest 177th Street","Tues",25.9362994,-80.210829,"street_address"
"June 17, 2015","South Carolina","Charleston","110 Calhoun Street","9","0","<a href=""http://www.gunviolencearchive.org/incident/359830"" target=""_blank"">More Information</a>",2015-06-17,9,"South Carolina, Charleston, 110 Calhoun Street","Wed",32.7874595,-79.9330309,"street_address"
