"incident_date","State","city_county","Address","no_killed","no_injured","moreInfo","formattedDate","casualties","GoogleAdd","dayofweek","lat","lng","accuracy"
"February 7, 2016","Florida","Orlando","7432 Universal Blvd","2","10","<a href=""http://www.gunviolencearchive.org/incident/501233"" target=""_blank"">More Information</a>",2016-02-07,12,"Florida, Orlando, 7432 Universal Blvd","Sun",28.4554551,-81.464975,"street_address"
"February 7, 2016","New York","Rochester","547 State St","1","7","<a href=""http://www.gunviolencearchive.org/incident/501168"" target=""_blank"">More Information</a>",2016-02-07,8,"New York, Rochester, 547 State St","Sun",43.1642357,-77.6230683,"street_address"
"February 7, 2016","Illinois","Chicago (Englewood)","6500 block of South Green Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/501349"" target=""_blank"">More Information</a>",2016-02-07,4,"Illinois, Chicago (Englewood), 6500 block of South Green Street","Sun",41.7759371,-87.6462721,"premise"
"February 13, 2016","Louisiana","Marrero","5425 Lapalco Boulevard","0","4","<a href=""http://www.gunviolencearchive.org/incident/504996"" target=""_blank"">More Information</a>",2016-02-13,4,"Louisiana, Marrero, 5425 Lapalco Boulevard","Sat",29.8748111,-90.1082318,"street_address"
"February 14, 2016","Texas","Houston","8449 Gulf Freeway","1","3","<a href=""http://www.gunviolencearchive.org/incident/504879"" target=""_blank"">More Information</a>",2016-02-14,4,"Texas, Houston, 8449 Gulf Freeway","Sun",29.6726091,-95.2638257,"street_address"
"February 14, 2016","Alabama","Eutaw (Union)","Earnest Friday Road","0","5","<a href=""http://www.gunviolencearchive.org/incident/505420"" target=""_blank"">More Information</a>",2016-02-14,5,"Alabama, Eutaw (Union), Earnest Friday Road","Sun",32.989047,-87.9097851,"route"
"February 19, 2016","Missouri","Edgerton","4100 block of Buena Vista Road","4","0","<a href=""http://www.gunviolencearchive.org/incident/590221"" target=""_blank"">More Information</a>",2016-02-19,4,"Missouri, Edgerton, 4100 block of Buena Vista Road","Fri",39.4925406,-94.6372523,"street_address"
"February 19, 2016","California","Vallejo","509 Porter Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/507998"" target=""_blank"">More Information</a>",2016-02-19,4,"California, Vallejo, 509 Porter Street","Fri",38.088288,-122.2454811,"street_address"
"February 20, 2016","Florida","Tampa","2810 E. Bearss Ave","1","3","<a href=""http://www.gunviolencearchive.org/incident/508341"" target=""_blank"">More Information</a>",2016-02-20,4,"Florida, Tampa, 2810 E. Bearss Ave","Sat",28.0810236,-82.4281566,"street_address"
"February 20, 2016","Michigan","Kalamazoo","5581 Cracker Barrel Blvd","6","2","<a href=""http://www.gunviolencearchive.org/incident/508640"" target=""_blank"">More Information</a>",2016-02-20,8,"Michigan, Kalamazoo, 5581 Cracker Barrel Blvd","Sat",42.2361698,-85.6756217,"street_address"
"February 20, 2016","Mississippi","Iuka","231 Co Rd 201","2","3","<a href=""http://www.gunviolencearchive.org/incident/508113"" target=""_blank"">More Information</a>",2016-02-20,5,"Mississippi, Iuka, 231 Co Rd 201","Sat",34.7542645,-88.1405843,"street_address"
"February 20, 2016","Alabama","Bessemer","200 block of Elm Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/508356"" target=""_blank"">More Information</a>",2016-02-20,4,"Alabama, Bessemer, 200 block of Elm Street","Sat",33.3731712,-86.9759704,"premise"
"February 20, 2016","Florida","Orlando","446 S Parramore Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/508510"" target=""_blank"">More Information</a>",2016-02-20,4,"Florida, Orlando, 446 S Parramore Ave","Sat",28.5366894,-81.3891774,"street_address"
"February 21, 2016","Texas","Houston","5100 block of Idaho Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/509707"" target=""_blank"">More Information</a>",2016-02-21,5,"Texas, Houston, 5100 block of Idaho Street","Sun",29.6870021,-95.3436883,"street_address"
"February 23, 2016","Arizona","Glendale","4812 West Sunnyside Ave","5","0","<a href=""http://www.gunviolencearchive.org/incident/509897"" target=""_blank"">More Information</a>",2016-02-23,5,"Arizona, Glendale, 4812 West Sunnyside Ave","Tues",33.5924156,-112.1627385,"street_address"
"February 23, 2016","Florida","Daytona Beach","1042 Sheridan Road","0","4","<a href=""http://www.gunviolencearchive.org/incident/510769"" target=""_blank"">More Information</a>",2016-02-23,4,"Florida, Daytona Beach, 1042 Sheridan Road","Tues",29.209039,-81.044772,"street_address"
"February 25, 2016","Kansas","Hesston","200 S Ridge Rd","4","14","<a href=""http://www.gunviolencearchive.org/incident/511436"" target=""_blank"">More Information</a>",2016-02-25,18,"Kansas, Hesston, 200 S Ridge Rd","Thurs",38.1373822,-97.4269776,"street_address"
"February 26, 2016","Washington","Belfair","300 block of Horseshoe Rd.","5","0","<a href=""http://www.gunviolencearchive.org/incident/512073"" target=""_blank"">More Information</a>",2016-02-26,5,"Washington, Belfair, 300 block of Horseshoe Rd.","Fri",47.5040465,-122.9313459,"street_address"
"February 27, 2016","Virginia","Woodbridge (Lake Ridge)","13051 Lashmere Ct","2","2","<a href=""http://www.gunviolencearchive.org/incident/512880"" target=""_blank"">More Information</a>",2016-02-27,4,"Virginia, Woodbridge (Lake Ridge), 13051 Lashmere Ct","Sat",38.669599,-77.353618,"street_address"
"February 28, 2016","Michigan","Detroit","8800 block of Livernois","0","5","<a href=""http://www.gunviolencearchive.org/incident/513549"" target=""_blank"">More Information</a>",2016-02-28,5,"Michigan, Detroit, 8800 block of Livernois","Sun",42.359364,-83.1383732,"street_address"
"February 28, 2016","California","Riverside (Jurupa Valley)","5500 block of Etiwanda Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/513640"" target=""_blank"">More Information</a>",2016-02-28,4,"California, Riverside (Jurupa Valley), 5500 block of Etiwanda Avenue","Sun",33.9882596,-117.5226576,"street_address"
"March 4, 2016","Ohio","Columbus","900 E 5th Ave","1","3","<a href=""http://www.gunviolencearchive.org/incident/516341"" target=""_blank"">More Information</a>",2016-03-04,4,"Ohio, Columbus, 900 E 5th Ave","Fri",39.9864724,-82.9805241,"street_address"
"March 5, 2016","Kansas","Wichita","116 North Mead","0","4","<a href=""http://www.gunviolencearchive.org/incident/516758"" target=""_blank"">More Information</a>",2016-03-05,4,"Kansas, Wichita, 116 North Mead","Sat",37.6867959,-97.3287243,"street_address"
"March 6, 2016","Massachusetts","Chelsea","120 Washington Avenue","1","6","<a href=""http://www.gunviolencearchive.org/incident/517058"" target=""_blank"">More Information</a>",2016-03-06,7,"Massachusetts, Chelsea, 120 Washington Avenue","Sun",42.3968246,-71.0319538,"street_address"
"March 6, 2016","Georgia","Roswell","890 Atlanta St","0","4","<a href=""http://www.gunviolencearchive.org/incident/517114"" target=""_blank"">More Information</a>",2016-03-06,4,"Georgia, Roswell, 890 Atlanta St","Sun",34.0228347,-84.3619929,"street_address"
"March 6, 2016","California","Compton","900 block of West Victoria Street","1","8","<a href=""http://www.gunviolencearchive.org/incident/517073"" target=""_blank"">More Information</a>",2016-03-06,9,"California, Compton, 900 block of West Victoria Street","Sun",33.867781,-118.2389731,"street_address"
"March 7, 2016","Louisiana","Lafayette","800 block of Martin Luther King Jr. Drive","0","4","<a href=""http://www.gunviolencearchive.org/incident/517895"" target=""_blank"">More Information</a>",2016-03-07,4,"Louisiana, Lafayette, 800 block of Martin Luther King Jr. Drive","Mon",30.2495862,-92.0247938,"street_address"
"March 7, 2016","Kansas","Kansas City","3000 block of South 36th Street","5","0","<a href=""http://www.gunviolencearchive.org/incident/518436"" target=""_blank"">More Information</a>",2016-03-07,5,"Kansas, Kansas City, 3000 block of South 36th Street","Mon",39.0475649,-94.6698804,"street_address"
"March 8, 2016","Texas","San Antonio","Sherman St","2","3","<a href=""http://www.gunviolencearchive.org/incident/518266"" target=""_blank"">More Information</a>",2016-03-08,5,"Texas, San Antonio, Sherman St","Tues",29.433961,-98.464248,"route"
"March 9, 2016","Pennsylvania","Pittsburgh","1304 Franklin Ave","5","3","<a href=""http://www.gunviolencearchive.org/incident/519541"" target=""_blank"">More Information</a>",2016-03-09,8,"Pennsylvania, Pittsburgh, 1304 Franklin Ave","Wed",40.4381875,-79.8729366,"street_address"
"March 11, 2016","Michigan","Detroit","2600 block of Hazelwood","2","2","<a href=""http://www.gunviolencearchive.org/incident/520767"" target=""_blank"">More Information</a>",2016-03-11,4,"Michigan, Detroit, 2600 block of Hazelwood","Fri",42.3714836,-83.1074886,"street_address"
"March 11, 2016","New Jersey","Trenton","Oliver Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/520290"" target=""_blank"">More Information</a>",2016-03-11,5,"New Jersey, Trenton, Oliver Avenue","Fri",40.2390145,-74.7780545,"route"
"March 12, 2016","Oregon","Portland","16126 S.E. Stark St.","0","4","<a href=""http://www.gunviolencearchive.org/incident/521821"" target=""_blank"">More Information</a>",2016-03-12,4,"Oregon, Portland, 16126 S.E. Stark St.","Sat",45.519067,-122.4970141,"street_address"
"March 12, 2016","California","Oakland","Interstate 880","0","4","<a href=""http://www.gunviolencearchive.org/incident/521074"" target=""_blank"">More Information</a>",2016-03-12,4,"California, Oakland, Interstate 880","Sat",37.7985649,-122.2747755,"route"
"March 13, 2016","Florida","Fort Myers","50 South Road","0","4","<a href=""http://www.gunviolencearchive.org/incident/522122"" target=""_blank"">More Information</a>",2016-03-13,4,"Florida, Fort Myers, 50 South Road","Sun",26.5768909,-81.8674266,"street_address"
"March 15, 2016","Georgia","Atlanta","Donald Lee Hollowell Drive","0","5","<a href=""http://www.gunviolencearchive.org/incident/523044"" target=""_blank"">More Information</a>",2016-03-15,5,"Georgia, Atlanta, Donald Lee Hollowell Drive","Tues",33.7768109,-84.459575,"route"
"March 19, 2016","Florida","Plantation","12050 NW 4th Court","1","4","<a href=""http://www.gunviolencearchive.org/incident/525464"" target=""_blank"">More Information</a>",2016-03-19,5,"Florida, Plantation, 12050 NW 4th Court","Sat",26.1250392,-80.3089164,"street_address"
"March 19, 2016","Alabama","Wetumpka","South Shelby Street","2","2","<a href=""http://www.gunviolencearchive.org/incident/525301"" target=""_blank"">More Information</a>",2016-03-19,4,"Alabama, Wetumpka, South Shelby Street","Sat",32.5382681,-86.2139577,"route"
"March 21, 2016","Illinois","Chicago","5700 block of West Washington Boulevard","0","4","<a href=""http://www.gunviolencearchive.org/incident/526380"" target=""_blank"">More Information</a>",2016-03-21,4,"Illinois, Chicago, 5700 block of West Washington Boulevard","Mon",41.88238,-87.768658,"street_address"
"March 25, 2016","Illinois","Chicago","4500 block of West West End Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/528614"" target=""_blank"">More Information</a>",2016-03-25,4,"Illinois, Chicago, 4500 block of West West End Avenue","Fri",41.8832057,-87.7380177,"street_address"
"March 25, 2016","Colorado","Denver","8501 E. Alameda Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/529488"" target=""_blank"">More Information</a>",2016-03-25,4,"Colorado, Denver, 8501 E. Alameda Avenue","Fri",39.7085939,-104.8872076,"street_address"
"March 31, 2016","Illinois","Chicago (Englewood)","6800 block of South Throop","0","4","<a href=""http://www.gunviolencearchive.org/incident/532604"" target=""_blank"">More Information</a>",2016-03-31,4,"Illinois, Chicago (Englewood), 6800 block of South Throop","Thurs",41.770355,-87.657037,"street_address"
"April 7, 2016","Illinois","Chicago","2200 block of East 70th Place","0","4","<a href=""http://www.gunviolencearchive.org/incident/535927"" target=""_blank"">More Information</a>",2016-04-07,4,"Illinois, Chicago, 2200 block of East 70th Place","Thurs",41.7672555,-87.5712641,"street_address"
"April 9, 2016","Tennessee","Memphis","Mt Moriah Road and Ridgeway Road","0","4","<a href=""http://www.gunviolencearchive.org/incident/537311"" target=""_blank"">More Information</a>",2016-04-09,4,"Tennessee, Memphis, Mt Moriah Road and Ridgeway Road","Sat",35.0724222,-89.8635211,"intersection"
"April 9, 2016","Alabama","Anniston","West 15th Street and Crawford Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/539705"" target=""_blank"">More Information</a>",2016-04-09,4,"Alabama, Anniston, West 15th Street and Crawford Avenue","Sat",33.6636468,-85.8501035,"intersection"
"April 9, 2016","New Mexico","Albuquerque","2600 block of Mesa Drive SE","0","4","<a href=""http://www.gunviolencearchive.org/incident/537085"" target=""_blank"">More Information</a>",2016-04-09,4,"New Mexico, Albuquerque, 2600 block of Mesa Drive SE","Sat",35.0557984,-106.6270585,"street_address"
"April 10, 2016","Wisconsin","Milwaukee","76th and Sheridan","1","3","<a href=""http://www.gunviolencearchive.org/incident/537825"" target=""_blank"">More Information</a>",2016-04-10,4,"Wisconsin, Milwaukee, 76th and Sheridan","Sun",43.1182626,-88.0060965,"intersection"
"April 10, 2016","California","Los Angeles","84th Street and Towne Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/537820"" target=""_blank"">More Information</a>",2016-04-10,4,"California, Los Angeles, 84th Street and Towne Avenue","Sun",33.9628458,-118.2673289,"intersection"
"April 16, 2016","Michigan","Detroit","9500 block of Oakland","1","4","<a href=""http://www.gunviolencearchive.org/incident/542259"" target=""_blank"">More Information</a>",2016-04-16,5,"Michigan, Detroit, 9500 block of Oakland","Sat",42.3882354,-83.0741777,"street_address"
"April 16, 2016","Florida","Orlando","1100 block of Conley Street","2","4","<a href=""http://www.gunviolencearchive.org/incident/541987"" target=""_blank"">More Information</a>",2016-04-16,6,"Florida, Orlando, 1100 block of Conley Street","Sat",28.5329354,-81.3935984,"street_address"
"April 16, 2016","Alabama","Enterprise","Baxter Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/542362"" target=""_blank"">More Information</a>",2016-04-16,4,"Alabama, Enterprise, Baxter Street","Sat",31.3036645,-85.8154565,"route"
"April 17, 2016","Pennsylvania","Philadelphia","600 block of Westmoreland Street","3","1","<a href=""http://www.gunviolencearchive.org/incident/541996"" target=""_blank"">More Information</a>",2016-04-17,4,"Pennsylvania, Philadelphia, 600 block of Westmoreland Street","Sun",39.998675,-75.1189,"street_address"
"April 17, 2016","South Carolina","Pelzer","200 block of Eastview Road","1","3","<a href=""http://www.gunviolencearchive.org/incident/543102"" target=""_blank"">More Information</a>",2016-04-17,4,"South Carolina, Pelzer, 200 block of Eastview Road","Sun",34.6458888,-82.4371328,"street_address"
"April 17, 2016","Texas","Edinburg","5021 W St Hwy 107","1","6","<a href=""http://www.gunviolencearchive.org/incident/543108"" target=""_blank"">More Information</a>",2016-04-17,7,"Texas, Edinburg, 5021 W St Hwy 107","Sun",26.3102759,-98.2232341,"street_address"
"April 18, 2016","California","Long Beach","1200 block of E. 17th Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/543244"" target=""_blank"">More Information</a>",2016-04-18,4,"California, Long Beach, 1200 block of E. 17th Street","Mon",33.787858,-118.176051,"street_address"
"April 19, 2016","Alabama","Blountsville","81551 Us Highway 278","1","4","<a href=""http://www.gunviolencearchive.org/incident/543441"" target=""_blank"">More Information</a>",2016-04-19,5,"Alabama, Blountsville, 81551 Us Highway 278","Tues",34.1599125,-86.4690854,"street_address"
"April 19, 2016","Illinois","Chicago","2700 block of West 53rd Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/544080"" target=""_blank"">More Information</a>",2016-04-19,4,"Illinois, Chicago, 2700 block of West 53rd Street","Tues",41.7973737,-87.6914673,"street_address"
"April 19, 2016","Illinois","Chicago","1400 block of West 84th Street","1","4","<a href=""http://www.gunviolencearchive.org/incident/543132"" target=""_blank"">More Information</a>",2016-04-19,5,"Illinois, Chicago, 1400 block of West 84th Street","Tues",41.7413927,-87.6583636,"street_address"
"April 21, 2016","Maryland","Baltimore","4800 block of Frankford Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/545501"" target=""_blank"">More Information</a>",2016-04-21,4,"Maryland, Baltimore, 4800 block of Frankford Avenue","Thurs",39.3324723,-76.5450525,"premise"
"April 22, 2016","Ohio","Piketon","4077 Union Hill Road","8","0","<a href=""http://www.gunviolencearchive.org/incident/545525"" target=""_blank"">More Information</a>",2016-04-22,8,"Ohio, Piketon, 4077 Union Hill Road","Fri",39.0201115,-83.2749637,"street_address"
"April 22, 2016","Georgia","Appling","3162 Johnson Drive","6","0","<a href=""http://www.gunviolencearchive.org/incident/546022"" target=""_blank"">More Information</a>",2016-04-22,6,"Georgia, Appling, 3162 Johnson Drive","Fri",33.5991456,-82.2246035,"street_address"
"April 23, 2016","Nevada","Las Vegas","1650 South Hollywood Boulevard","1","3","<a href=""http://www.gunviolencearchive.org/incident/546581"" target=""_blank"">More Information</a>",2016-04-23,4,"Nevada, Las Vegas, 1650 South Hollywood Boulevard","Sat",36.1526698,-115.025793,"premise"
"April 23, 2016","Alabama","Auburn","1200 block of Lee Road 83","3","1","<a href=""http://www.gunviolencearchive.org/incident/546244"" target=""_blank"">More Information</a>",2016-04-23,4,"Alabama, Auburn, 1200 block of Lee Road 83","Sat",32.5469436,-85.4190312,"street_address"
"April 23, 2016","Kansas","Topeka","3732 S.W. Topeka Boulevard","1","4","<a href=""http://www.gunviolencearchive.org/incident/546550"" target=""_blank"">More Information</a>",2016-04-23,5,"Kansas, Topeka, 3732 S.W. Topeka Boulevard","Sat",38.9989899,-95.6873432,"street_address"
"April 23, 2016","New York","New York (Manhattan)","West 141st Street and Edgecombe Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/546258"" target=""_blank"">More Information</a>",2016-04-23,4,"New York, New York (Manhattan), West 141st Street and Edgecombe Avenue","Sat",40.8208788,-73.9451634,"intersection"
"April 24, 2016","Virginia","Halifax","1055 L P Bailey Memorial Hwy","0","5","<a href=""http://www.gunviolencearchive.org/incident/546760"" target=""_blank"">More Information</a>",2016-04-24,5,"Virginia, Halifax, 1055 L P Bailey Memorial Hwy","Sun",36.7767091,-78.9223163,"street_address"
"April 24, 2016","Illinois","Chicago (Englewood)","2000 block of West 68th Place","2","3","<a href=""http://www.gunviolencearchive.org/incident/547319"" target=""_blank"">More Information</a>",2016-04-24,5,"Illinois, Chicago (Englewood), 2000 block of West 68th Place","Sun",41.7695536,-87.6738704,"premise"
"April 24, 2016","Colorado","Denver","1400 block of 14th Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/546818"" target=""_blank"">More Information</a>",2016-04-24,4,"Colorado, Denver, 1400 block of 14th Street","Sun",39.7480015,-105.0006961,"street_address"
"April 25, 2016","Tennessee","Nashville","400 Charlotte Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/547639"" target=""_blank"">More Information</a>",2016-04-25,4,"Tennessee, Nashville, 400 Charlotte Avenue","Mon",36.1663577,-86.7807061,"street_address"
"April 25, 2016","Florida","Miami","1506 Northwest 70th Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/547827"" target=""_blank"">More Information</a>",2016-04-25,5,"Florida, Miami, 1506 Northwest 70th Street","Mon",25.8383999,-80.2233952,"street_address"
"April 26, 2016","Maryland","District Heights (Forestville)","6500 block of Hil-Mar Drive","1","4","<a href=""http://www.gunviolencearchive.org/incident/548333"" target=""_blank"">More Information</a>",2016-04-26,5,"Maryland, District Heights (Forestville), 6500 block of Hil-Mar Drive","Tues",38.8431713,-76.895417,"street_address"
"April 27, 2016","Louisiana","Baton Rouge","4300 Block of Kerrit Dr","2","2","<a href=""http://www.gunviolencearchive.org/incident/549507"" target=""_blank"">More Information</a>",2016-04-27,4,"Louisiana, Baton Rouge, 4300 Block of Kerrit Dr","Wed",30.4903259,-91.0871866,"street_address"
"April 27, 2016","Mississippi","Kilmichael","Pecan Drive","3","1","<a href=""http://www.gunviolencearchive.org/incident/549071"" target=""_blank"">More Information</a>",2016-04-27,4,"Mississippi, Kilmichael, Pecan Drive","Wed",33.4353991,-89.5724082,"route"
"April 29, 2016","Missouri","Saint Louis (Ferguson)","400 block of N Dade Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/550445"" target=""_blank"">More Information</a>",2016-04-29,4,"Missouri, Saint Louis (Ferguson), 400 block of N Dade Ave","Fri",38.7509246,-90.315066,"street_address"
"April 29, 2016","California","Oakland","3200 block of San Pablo Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/550619"" target=""_blank"">More Information</a>",2016-04-29,5,"California, Oakland, 3200 block of San Pablo Avenue","Fri",37.822573,-122.2770867,"street_address"
"May 1, 2016","Tennessee","Murfreesboro","1955 Old Castle Drive","0","5","<a href=""http://www.gunviolencearchive.org/incident/551053"" target=""_blank"">More Information</a>",2016-05-01,5,"Tennessee, Murfreesboro, 1955 Old Castle Drive","Sun",35.822794,-86.349051,"street_address"
"May 4, 2016","Minnesota","Minneapolis","16th Avenue North and Newton Avenue North","1","7","<a href=""http://www.gunviolencearchive.org/incident/553570"" target=""_blank"">More Information</a>",2016-05-04,8,"Minnesota, Minneapolis, 16th Avenue North and Newton Avenue North","Wed",44.99522,-93.30571,"intersection"
"May 5, 2016","Louisiana","Shreveport","300 block of North Thomas Drive","2","6","<a href=""http://www.gunviolencearchive.org/incident/553803"" target=""_blank"">More Information</a>",2016-05-05,8,"Louisiana, Shreveport, 300 block of North Thomas Drive","Thurs",32.5389864,-93.7634778,"street_address"
"May 5, 2016","Florida","Miami","2108 NW 19th Terrace","1","3","<a href=""http://www.gunviolencearchive.org/incident/554027"" target=""_blank"">More Information</a>",2016-05-05,4,"Florida, Miami, 2108 NW 19th Terrace","Thurs",25.7937372,-80.227331,"street_address"
"May 6, 2016","Michigan","Detroit","12300 block of Gratiot","1","4","<a href=""http://www.gunviolencearchive.org/incident/555873"" target=""_blank"">More Information</a>",2016-05-06,5,"Michigan, Detroit, 12300 block of Gratiot","Fri",42.4159689,-82.989651,"street_address"
"May 6, 2016","Alabama","Montgomery","1300 block of Clay Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/555886"" target=""_blank"">More Information</a>",2016-05-06,4,"Alabama, Montgomery, 1300 block of Clay Street","Fri",32.3757177,-86.3332762,"street_address"
"May 6, 2016","Maryland","Bethesda","7101 Democracy Blvd","3","3","<a href=""http://www.gunviolencearchive.org/incident/554133"" target=""_blank"">More Information</a>",2016-05-06,6,"Maryland, Bethesda, 7101 Democracy Blvd","Fri",39.0241209,-77.1459575,"street_address"
"May 8, 2016","Texas","Austin","8600 block of North Lamar","1","3","<a href=""http://www.gunviolencearchive.org/incident/555126"" target=""_blank"">More Information</a>",2016-05-08,4,"Texas, Austin, 8600 block of North Lamar","Sun",30.3546103,-97.7046928,"street_address"
"May 11, 2016","Alabama","Birmingham","1400 block of 21st Street N","1","4","<a href=""http://www.gunviolencearchive.org/incident/557589"" target=""_blank"">More Information</a>",2016-05-11,5,"Alabama, Birmingham, 1400 block of 21st Street N","Wed",33.531259,-86.814271,"street_address"
"May 11, 2016","Illinois","Chicago","7100 block of South State Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/557479"" target=""_blank"">More Information</a>",2016-05-11,5,"Illinois, Chicago, 7100 block of South State Street","Wed",41.7639336,-87.6248645,"street_address"
"May 14, 2016","West Virginia","Charleston","2337 Washington St W","1","3","<a href=""http://www.gunviolencearchive.org/incident/558796"" target=""_blank"">More Information</a>",2016-05-14,4,"West Virginia, Charleston, 2337 Washington St W","Sat",38.3730759,-81.7076955,"street_address"
"May 15, 2016","Indiana","Evansville","420 North Garvin Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/559194"" target=""_blank"">More Information</a>",2016-05-15,4,"Indiana, Evansville, 420 North Garvin Street","Sun",37.9812025,-87.5568569,"street_address"
"May 15, 2016","Georgia","Moultrie","Rossman Dairy Road","5","0","<a href=""http://www.gunviolencearchive.org/incident/565244"" target=""_blank"">More Information</a>",2016-05-15,5,"Georgia, Moultrie, Rossman Dairy Road","Sun",31.2123524,-83.8518009,"route"
"May 17, 2016","South Carolina","Ravenel","5360 Savannah Highway","3","1","<a href=""http://www.gunviolencearchive.org/incident/560782"" target=""_blank"">More Information</a>",2016-05-17,4,"South Carolina, Ravenel, 5360 Savannah Highway","Tues",32.784928,-80.203702,"street_address"
"May 18, 2016","Indiana","Indianapolis","34th Street and North Keystone Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/561912"" target=""_blank"">More Information</a>",2016-05-18,4,"Indiana, Indianapolis, 34th Street and North Keystone Avenue","Wed",39.8180988,-86.1216714,"intersection"
"May 21, 2016","Georgia","Jackson","Levi Barnes Road","1","3","<a href=""http://www.gunviolencearchive.org/incident/563630"" target=""_blank"">More Information</a>",2016-05-21,4,"Georgia, Jackson, Levi Barnes Road","Sat",33.2598338,-84.0273833,"route"
"May 22, 2016","Louisiana","New Orleans","8639 Apple St","0","4","<a href=""http://www.gunviolencearchive.org/incident/563829"" target=""_blank"">More Information</a>",2016-05-22,4,"Louisiana, New Orleans, 8639 Apple St","Sun",29.9616376,-90.1237121,"street_address"
"May 22, 2016","California","Stockton","Poplar and Sutter Streets","1","3","<a href=""http://www.gunviolencearchive.org/incident/563514"" target=""_blank"">More Information</a>",2016-05-22,4,"California, Stockton, Poplar and Sutter Streets","Sun",37.962289,-121.2882889,"intersection"
"May 22, 2016","Tennessee","Nashville","100 block of Rains Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/563751"" target=""_blank"">More Information</a>",2016-05-22,4,"Tennessee, Nashville, 100 block of Rains Avenue","Sun",36.1401248,-86.7638002,"street_address"
"May 23, 2016","New Jersey","Newark","102 Isabella Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/564470"" target=""_blank"">More Information</a>",2016-05-23,5,"New Jersey, Newark, 102 Isabella Avenue","Mon",40.7414487,-74.2209565,"street_address"
"May 29, 2016","Nevada","Las Vegas","200 block of N 3rd St","0","4","<a href=""http://www.gunviolencearchive.org/incident/567788"" target=""_blank"">More Information</a>",2016-05-29,4,"Nevada, Las Vegas, 200 block of N 3rd St","Sun",36.1720387,-115.1413268,"street_address"
"May 29, 2016","New Jersey","Trenton","600 block of Martin Luther King Jr. Boulevard","0","6","<a href=""http://www.gunviolencearchive.org/incident/567673"" target=""_blank"">More Information</a>",2016-05-29,6,"New Jersey, Trenton, 600 block of Martin Luther King Jr. Boulevard","Sun",40.229425,-74.763225,"street_address"
"May 29, 2016","Indiana","Indianapolis","300 block of South Meridian Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/567494"" target=""_blank"">More Information</a>",2016-05-29,4,"Indiana, Indianapolis, 300 block of South Meridian Street","Sun",39.7625906,-86.1600739,"street_address"
"May 29, 2016","Texas","Houston","13210 Memorial Drive","2","6","<a href=""http://www.gunviolencearchive.org/incident/567614"" target=""_blank"">More Information</a>",2016-05-29,8,"Texas, Houston, 13210 Memorial Drive","Sun",29.7729347,-95.5741141,"street_address"
"May 30, 2016","Maryland","Baltimore","500 block of East 43rd Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/568528"" target=""_blank"">More Information</a>",2016-05-30,5,"Maryland, Baltimore, 500 block of East 43rd Street","Mon",39.3411856,-76.6090597,"premise"
"May 30, 2016","California","Sacramento","3900 block of 44th","0","5","<a href=""http://www.gunviolencearchive.org/incident/568745"" target=""_blank"">More Information</a>",2016-05-30,5,"California, Sacramento, 3900 block of 44th","Mon",38.5129184,-121.4626226,"street_address"
"May 31, 2016","Illinois","Chicago","3300 block of West Huron Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/569225"" target=""_blank"">More Information</a>",2016-05-31,4,"Illinois, Chicago, 3300 block of West Huron Street","Tues",41.8936911,-87.7089351,"street_address"
"May 31, 2016","Indiana","Fort Wayne","6600 block of Pawawna Drive","0","4","<a href=""http://www.gunviolencearchive.org/incident/569189"" target=""_blank"">More Information</a>",2016-05-31,4,"Indiana, Fort Wayne, 6600 block of Pawawna Drive","Tues",41.1059598,-85.0571391,"street_address"
